ranking_date,player_name,country_code,points,season_summary
2021-10-25,Belinda Bencic,SUI,3365,
2021-10-25,Naomi Osaka,JPN,3326,
2021-10-25,Iga Swiatek,POL,3306,
2021-10-25,Angelique Kerber,GER,3265,
2021-11-01,Ashleigh Barty,AUS,7701,
2021-11-01,Aryna Sabalenka,BLR,6150,
2021-11-01,Barbora Krejcikova,CZE,4708,
2021-11-01,Karolina Pliskova,CZE,4695,
2021-11-01,Garbiñe Muguruza,ESP,4425,
2021-11-01,Maria Sakkari,GRE,3985,
2021-11-01,Ons Jabeur,TUN,3455,
2021-11-01,Anett Kontaveit,EST,3416,
2021-11-01,Angelique Kerber,GER,3320,
2021-11-01,Iga Swiatek,POL,3306,
2021-11-01,Paula Badosa,ESP,3247,
2021-11-01,Anastasia Pavlyuchenkova,RUS,3085,
2021-11-08,Ashleigh Barty,AUS,7582,
2021-11-08,Aryna Sabalenka,BLR,6130,
2021-11-08,Barbora Krejcikova,CZE,4708,
2021-11-08,Karolina Pliskova,CZE,4510,
2021-11-08,Garbiñe Muguruza,ESP,4310,
2021-11-08,Maria Sakkari,GRE,3760,
2021-11-08,Ons Jabeur,TUN,3455,
2021-11-08,Anett Kontaveit,EST,3396,
2021-11-08,Iga Swiatek,POL,3286,
2021-11-08,Paula Badosa,ESP,3224,
2021-11-08,Anastasia Pavlyuchenkova,RUS,3076,
2021-11-08,Sofia Kenin,USA,2971,
2021-11-15,Ashleigh Barty,AUS,7582,
2021-11-15,Aryna Sabalenka,BLR,6380,
2021-11-15,Garbiñe Muguruza,ESP,5685,
2021-11-15,Karolina Pliskova,CZE,5135,
2021-11-15,Barbora Krejcikova,CZE,5008,
2021-11-15,Maria Sakkari,GRE,4385,
2021-11-15,Anett Kontaveit,EST,4351,
2021-11-15,Paula Badosa,ESP,3849,
2021-11-15,Iga Swiatek,POL,3786,
2021-11-15,Ons Jabeur,TUN,3455,
2021-11-15,Anastasia Pavlyuchenkova,RUS,3076,
2021-11-15,Sofia Kenin,USA,2971,
2021-11-22,Ashleigh Barty,AUS,7582,
2021-11-22,Aryna Sabalenka,BLR,6380,
2021-11-22,Garbiñe Muguruza,ESP,5685,
2021-11-22,Karolina Pliskova,CZE,5135,
2021-11-22,Barbora Krejcikova,CZE,5008,
2021-11-22,Maria Sakkari,GRE,4385,
2021-11-22,Anett Kontaveit,EST,4351,
2021-11-22,Paula Badosa,ESP,3849,
2021-11-22,Iga Swiatek,POL,3786,
2021-11-22,Ons Jabeur,TUN,3455,
2021-11-22,Anastasia Pavlyuchenkova,RUS,3076,
2021-11-22,Sofia Kenin,USA,2971,
2021-11-29,Ashleigh Barty,AUS,7582,
2021-11-29,Aryna Sabalenka,BLR,6380,
2021-11-29,Garbiñe Muguruza,ESP,5685,
2021-11-29,Karolina Pliskova,CZE,5135,
2021-11-29,Barbora Krejcikova,CZE,5008,
2021-11-29,Maria Sakkari,GRE,4385,
2021-11-29,Anett Kontaveit,EST,4351,
2021-11-29,Paula Badosa,ESP,3849,
2021-11-29,Iga Swiatek,POL,3786,
2021-11-29,Ons Jabeur,TUN,3455,
2021-11-29,Anastasia Pavlyuchenkova,RUS,3076,
2021-11-29,Sofia Kenin,USA,2971,
2021-12-06,Ashleigh Barty,AUS,7582,
2021-12-06,Aryna Sabalenka,BLR,6380,
2021-12-06,Garbiñe Muguruza,ESP,5685,
2021-12-06,Karolina Pliskova,CZE,5135,
2021-12-06,Barbora Krejcikova,CZE,5008,
2021-12-06,Maria Sakkari,GRE,4385,
2021-12-06,Anett Kontaveit,EST,4351,
2021-12-06,Paula Badosa,ESP,3849,
2021-12-06,Iga Swiatek,POL,3786,
2021-12-06,Ons Jabeur,TUN,3455,
2021-12-06,Anastasia Pavlyuchenkova,RUS,3076,
2021-12-06,Sofia Kenin,USA,2971,
2021-12-13,Ashleigh Barty,AUS,7582,
2021-12-13,Aryna Sabalenka,BLR,6380,
2021-12-13,Garbiñe Muguruza,ESP,5685,
2021-12-13,Karolina Pliskova,CZE,5135,
2021-12-13,Barbora Krejcikova,CZE,5008,
2021-12-13,Maria Sakkari,GRE,4385,
2021-12-13,Anett Kontaveit,EST,4351,
2021-12-13,Paula Badosa,ESP,3849,
2021-12-13,Iga Swiatek,POL,3786,
2021-12-13,Ons Jabeur,TUN,3455,
2021-12-13,Anastasia Pavlyuchenkova,RUS,3076,
2021-12-13,Sofia Kenin,USA,2971,
2021-12-20,Ashleigh Barty,AUS,7582,
2021-12-20,Aryna Sabalenka,BLR,6380,
2021-12-20,Garbiñe Muguruza,ESP,5685,
2021-12-20,Karolina Pliskova,CZE,5135,
2021-12-20,Barbora Krejcikova,CZE,5008,
2021-12-20,Maria Sakkari,GRE,4385,
2021-12-20,Anett Kontaveit,EST,4351,
2021-12-20,Paula Badosa,ESP,3849,
2021-12-20,Iga Swiatek,POL,3786,
2021-12-20,Ons Jabeur,TUN,3455,
2021-12-20,Anastasia Pavlyuchenkova,RUS,3076,
2021-12-20,Sofia Kenin,USA,2971,
2021-12-27,Ashleigh Barty,AUS,7582,
2021-12-27,Aryna Sabalenka,BLR,6380,
2021-12-27,Garbiñe Muguruza,ESP,5685,
2021-12-27,Karolina Pliskova,CZE,5135,
2021-12-27,Barbora Krejcikova,CZE,5008,
2021-12-27,Maria Sakkari,GRE,4385,
2021-12-27,Anett Kontaveit,EST,4351,
2021-12-27,Paula Badosa,ESP,3849,
2021-12-27,Iga Swiatek,POL,3786,
2021-12-27,Ons Jabeur,TUN,3455,
2021-12-27,Anastasia Pavlyuchenkova,RUS,3076,
2021-12-27,Sofia Kenin,USA,2971,
2022-01-03,Ashleigh Barty,AUS,7582,
2022-01-03,Aryna Sabalenka,BLR,6380,
2022-01-03,Garbiñe Muguruza,ESP,5685,
2022-01-03,Karolina Pliskova,CZE,5135,
2022-01-03,Barbora Krejcikova,CZE,5008,
2022-01-03,Maria Sakkari,GRE,4385,
2022-01-03,Anett Kontaveit,EST,4351,
2022-01-03,Paula Badosa,ESP,3849,
2022-01-03,Iga Swiatek,POL,3786,
2022-01-03,Ons Jabeur,TUN,3455,
2022-01-03,Anastasia Pavlyuchenkova,RUS,3076,
2022-01-03,Sofia Kenin,USA,2971,
2022-01-10,Ashleigh Barty,AUS,8051,
2022-01-10,Aryna Sabalenka,BLR,6351,
2022-01-10,Garbiñe Muguruza,ESP,5635,
2022-01-10,Barbora Krejcikova,CZE,5008,
2022-01-10,Karolina Pliskova,CZE,4666,
2022-01-10,Maria Sakkari,GRE,4385,
2022-01-10,Anett Kontaveit,EST,4351,
2022-01-10,Iga Swiatek,POL,3971,
2022-01-10,Paula Badosa,ESP,3849,
2022-01-10,Ons Jabeur,TUN,3455,
2022-01-10,Anastasia Pavlyuchenkova,RUS,3076,
2022-01-10,Sofia Kenin,USA,3016,
2022-01-17,Ashleigh Barty,AUS,7111,
2022-01-17,Aryna Sabalenka,BLR,5698,
2022-01-17,Garbiñe Muguruza,ESP,5425,
2022-01-17,Barbora Krejcikova,CZE,5213,
2022-01-17,Karolina Pliskova,CZE,4582,
2022-01-17,Paula Badosa,ESP,4264,
2022-01-17,Anett Kontaveit,EST,4231,
2022-01-17,Maria Sakkari,GRE,4071,
2022-01-17,Iga Swiatek,POL,3916,
2022-01-17,Ons Jabeur,TUN,3500,
2022-01-17,Anastasia Pavlyuchenkova,RUS,2968,
2022-01-17,Elena Rybakina,KAZ,2765,
2022-01-31,Ashleigh Barty,AUS,8331,
2022-01-31,Aryna Sabalenka,BLR,5698,
2022-01-31,Barbora Krejcikova,CZE,5533,
2022-01-31,Iga Swiatek,POL,4456,
2022-01-31,Karolina Pliskova,CZE,4452,
2022-01-31,Paula Badosa,ESP,4429,
2022-01-31,Garbiñe Muguruza,ESP,4195,
2022-01-31,Maria Sakkari,GRE,4071,
2022-01-31,Anett Kontaveit,EST,3871,
2022-01-31,Danielle Collins,USA,3071,
2022-01-31,Ons Jabeur,TUN,3070,
2022-01-31,Elena Rybakina,KAZ,2705,
2022-02-07,Ashleigh Barty,AUS,8330,
2022-02-07,Aryna Sabalenka,BLR,5698,
2022-02-07,Barbora Krejcikova,CZE,5533,
2022-02-07,Karolina Pliskova,CZE,4452,
2022-02-07,Paula Badosa,ESP,4429,
2022-02-07,Garbiñe Muguruza,ESP,4195,
2022-02-07,Maria Sakkari,GRE,4071,
2022-02-07,Iga Swiatek,POL,3986,
2022-02-07,Anett Kontaveit,EST,3871,
2022-02-07,Ons Jabeur,TUN,3070,
2022-02-07,Danielle Collins,USA,2971,
2022-02-07,Elena Rybakina,KAZ,2705,
2022-02-14,Ashleigh Barty,AUS,8330,
2022-02-14,Aryna Sabalenka,BLR,5698,
2022-02-14,Barbora Krejcikova,CZE,5533,
2022-02-14,Karolina Pliskova,CZE,4452,
2022-02-14,Paula Badosa,ESP,4429,
2022-02-14,Anett Kontaveit,EST,4241,
2022-02-14,Garbiñe Muguruza,ESP,4195,
2022-02-14,Maria Sakkari,GRE,4191,
2022-02-14,Iga Swiatek,POL,3986,
2022-02-14,Ons Jabeur,TUN,3070,
2022-02-14,Danielle Collins,USA,2971,
2022-02-14,Emma Raducanu,GBR,2664,
2022-02-21,Ashleigh Barty,AUS,8330,
2022-02-21,Aryna Sabalenka,BLR,5563,
2022-02-21,Barbora Krejcikova,CZE,5003,
2022-02-21,Paula Badosa,ESP,4429,
2022-02-21,Karolina Pliskova,CZE,4347,
2022-02-21,Maria Sakkari,GRE,4191,
2022-02-21,Anett Kontaveit,EST,4137,
2022-02-21,Iga Swiatek,POL,3936,
2022-02-21,Garbiñe Muguruza,ESP,3350,
2022-02-21,Ons Jabeur,TUN,3065,
2022-02-21,Danielle Collins,USA,2972,
2022-02-21,Emma Raducanu,GBR,2664,
2022-02-28,Ashleigh Barty,AUS,7980,
2022-02-28,Barbora Krejcikova,CZE,5073,
2022-02-28,Aryna Sabalenka,BLR,4853,
2022-02-28,Iga Swiatek,POL,4776,
2022-02-28,Anett Kontaveit,EST,4721,
2022-02-28,Paula Badosa,ESP,4510,
2022-02-28,Maria Sakkari,GRE,4436,
2022-02-28,Karolina Pliskova,CZE,4242,
2022-02-28,Garbiñe Muguruza,ESP,3235,
2022-02-28,Ons Jabeur,TUN,3065,
2022-02-28,Danielle Collins,USA,2972,
2022-02-28,Jelena Ostapenko,LAT,2880,
2022-03-07,Ashleigh Barty,AUS,7980,
2022-03-07,Barbora Krejcikova,CZE,5073,
2022-03-07,Aryna Sabalenka,BLR,4853,
2022-03-07,Iga Swiatek,POL,4776,
2022-03-07,Anett Kontaveit,EST,4721,
2022-03-07,Maria Sakkari,GRE,4436,
2022-03-07,Paula Badosa,ESP,4424,
2022-03-07,Karolina Pliskova,CZE,4242,
2022-03-07,Garbiñe Muguruza,ESP,3235,
2022-03-07,Ons Jabeur,TUN,3065,
2022-03-07,Danielle Collins,USA,2972,
2022-03-07,Jelena Ostapenko,LAT,2880,
2022-03-21,Ashleigh Barty,AUS,7980,
2022-03-21,Iga Swiatek,POL,5776,
2022-03-21,Maria Sakkari,GRE,5085,
2022-03-21,Barbora Krejcikova,CZE,5033,
2022-03-21,Aryna Sabalenka,BLR,4862,
2022-03-21,Paula Badosa,ESP,4790,
2022-03-21,Anett Kontaveit,EST,4686,
2022-03-21,Karolina Pliskova,CZE,4252,
2022-03-21,Garbiñe Muguruza,ESP,3190,
2022-03-21,Ons Jabeur,TUN,2975,
2022-03-21,Danielle Collins,USA,2971,
2022-03-21,Jelena Ostapenko,LAT,2860,
2022-04-04,Iga Swiatek,POL,6711,
2022-04-04,Barbora Krejcikova,CZE,4975,
2022-04-04,Paula Badosa,ESP,4970,
2022-04-04,Maria Sakkari,GRE,4705,
2022-04-04,Aryna Sabalenka,BLR,4657,
2022-04-04,Anett Kontaveit,EST,4511,
2022-04-04,Karolina Pliskova,CZE,4197,
2022-04-04,Danielle Collins,USA,3151,
2022-04-04,Garbiñe Muguruza,ESP,3070,
2022-04-04,Ons Jabeur,TUN,2975,
2022-04-04,Jelena Ostapenko,LAT,2805,
2022-04-04,Emma Raducanu,GBR,2706,
2022-04-11,Iga Swiatek,POL,6711,
2022-04-11,Barbora Krejcikova,CZE,4975,
2022-04-11,Paula Badosa,ESP,4885,
2022-04-11,Aryna Sabalenka,BLR,4711,
2022-04-11,Maria Sakkari,GRE,4705,
2022-04-11,Anett Kontaveit,EST,4511,
2022-04-11,Karolina Pliskova,CZE,4252,
2022-04-11,Danielle Collins,USA,3151,
2022-04-11,Ons Jabeur,TUN,3095,
2022-04-11,Garbiñe Muguruza,ESP,3070,
2022-04-11,Jelena Ostapenko,LAT,2805,
2022-04-11,Emma Raducanu,GBR,2698,
2022-04-18,Iga Swiatek,POL,6711,
2022-04-18,Barbora Krejcikova,CZE,4975,
2022-04-18,Paula Badosa,ESP,4885,
2022-04-18,Aryna Sabalenka,BLR,4711,
2022-04-18,Maria Sakkari,GRE,4705,
2022-04-18,Anett Kontaveit,EST,4511,
2022-04-18,Karolina Pliskova,CZE,4252,
2022-04-18,Danielle Collins,USA,3151,
2022-04-18,Garbiñe Muguruza,ESP,3070,
2022-04-18,Ons Jabeur,TUN,3015,
2022-04-18,Jelena Ostapenko,LAT,2805,
2022-04-18,Emma Raducanu,GBR,2698,
2022-04-25,Iga Swiatek,POL,7181,
2022-04-25,Paula Badosa,ESP,5045,
2022-04-25,Barbora Krejcikova,CZE,5043,
2022-04-25,Aryna Sabalenka,BLR,4711,
2022-04-25,Maria Sakkari,GRE,4651,
2022-04-25,Anett Kontaveit,EST,4511,
2022-04-25,Karolina Pliskova,CZE,4207,
2022-04-25,Danielle Collins,USA,3151,
2022-04-25,Garbiñe Muguruza,ESP,3070,
2022-04-25,Ons Jabeur,TUN,3015,
2022-04-25,Emma Raducanu,GBR,2797,
2022-04-25,Jelena Ostapenko,LAT,2780,
2022-05-09,Iga Swiatek,POL,7061,
2022-05-09,Barbora Krejcikova,CZE,5011,
2022-05-09,Paula Badosa,ESP,4720,
2022-05-09,Maria Sakkari,GRE,4596,
2022-05-09,Anett Kontaveit,EST,4446,
2022-05-09,Karolina Pliskova,CZE,4152,
2022-05-09,Ons Jabeur,TUN,3895,
2022-05-09,Aryna Sabalenka,BLR,3721,
2022-05-09,Danielle Collins,USA,3211,
2022-05-09,Garbiñe Muguruza,ESP,3135,
2022-05-09,Jessica Pegula,USA,3040,
2022-05-09,Emma Raducanu,GBR,2914,
2022-05-16,Iga Swiatek,POL,7061,
2022-05-16,Barbora Krejcikova,CZE,4911,
2022-05-16,Paula Badosa,ESP,4770,
2022-05-16,Maria Sakkari,GRE,4726,
2022-05-16,Anett Kontaveit,EST,4446,
2022-05-16,Ons Jabeur,TUN,4380,
2022-05-16,Aryna Sabalenka,BLR,3966,
2022-05-16,Karolina Pliskova,CZE,3568,
2022-05-16,Danielle Collins,USA,3315,
2022-05-16,Garbiñe Muguruza,ESP,3031,
2022-05-16,Jessica Pegula,USA,2955,
2022-05-16,Emma Raducanu,GBR,2910,
2022-05-23,Iga Swiatek,POL,7061,
2022-05-23,Barbora Krejcikova,CZE,4911,
2022-05-23,Maria Sakkari,GRE,4726,
2022-05-23,Paula Badosa,ESP,4545,
2022-05-23,Anett Kontaveit,EST,4446,
2022-05-23,Ons Jabeur,TUN,4380,
2022-05-23,Aryna Sabalenka,BLR,3966,
2022-05-23,Karolina Pliskova,CZE,3678,
2022-05-23,Danielle Collins,USA,3315,
2022-05-23,Garbiñe Muguruza,ESP,3060,
2022-05-23,Jessica Pegula,USA,2955,
2022-05-23,Emma Raducanu,GBR,2910,
2022-06-06,Iga Swiatek,POL,8631,
2022-06-06,Anett Kontaveit,EST,4326,
2022-06-06,Paula Badosa,ESP,4245,
2022-06-06,Ons Jabeur,TUN,4150,
2022-06-06,Maria Sakkari,GRE,4016,
2022-06-06,Aryna Sabalenka,BLR,3966,
2022-06-06,Karolina Pliskova,CZE,3678,
2022-06-06,Jessica Pegula,USA,3255,
2022-06-06,Danielle Collins,USA,3255,
2022-06-06,Garbiñe Muguruza,ESP,3060,
2022-06-06,Emma Raducanu,GBR,2975,
2022-06-06,Daria Kasatkina,AUS,2765,
2022-06-13,Iga Swiatek,POL,8631,
2022-06-13,Anett Kontaveit,EST,4511,
2022-06-13,Paula Badosa,ESP,4245,
2022-06-13,Ons Jabeur,TUN,4150,
2022-06-13,Aryna Sabalenka,BLR,4145,
2022-06-13,Maria Sakkari,GRE,4075,
2022-06-13,Karolina Pliskova,CZE,3678,
2022-06-13,Jessica Pegula,USA,3255,
2022-06-13,Danielle Collins,USA,3255,
2022-06-13,Garbiñe Muguruza,ESP,3060,
2022-06-13,Emma Raducanu,GBR,2975,
2022-06-13,Daria Kasatkina,AUS,2765,
2022-06-20,Iga Swiatek,POL,8631,
2022-06-20,Anett Kontaveit,EST,4511,
2022-06-20,Ons Jabeur,TUN,4340,
2022-06-20,Paula Badosa,ESP,4245,
2022-06-20,Maria Sakkari,GRE,4205,
2022-06-20,Aryna Sabalenka,BLR,4145,
2022-06-20,Karolina Pliskova,CZE,3777,
2022-06-20,Danielle Collins,USA,3255,
2022-06-20,Jessica Pegula,USA,3185,
2022-06-20,Garbiñe Muguruza,ESP,2961,
2022-06-20,Emma Raducanu,GBR,2952,
2022-06-20,Coco Gauff,USA,2940,
2022-06-27,Iga Swiatek,POL,8576,
2022-06-27,Ons Jabeur,TUN,4340,
2022-06-27,Anett Kontaveit,EST,4306,
2022-06-27,Paula Badosa,ESP,4245,
2022-06-27,Maria Sakkari,GRE,4205,
2022-06-27,Aryna Sabalenka,BLR,4046,
2022-06-27,Karolina Pliskova,CZE,3777,
2022-06-27,Danielle Collins,USA,3255,
2022-06-27,Jessica Pegula,USA,3156,
2022-06-27,Garbiñe Muguruza,ESP,3015,
2022-06-27,Emma Raducanu,GBR,2952,
2022-06-27,Coco Gauff,USA,2886,
2022-07-11,Iga Swiatek,POL,8336,
2022-07-11,Anett Kontaveit,EST,4326,
2022-07-11,Maria Sakkari,GRE,4190,
2022-07-11,Paula Badosa,ESP,4030,
2022-07-11,Ons Jabeur,TUN,4010,
2022-07-11,Aryna Sabalenka,BLR,3267,
2022-07-11,Danielle Collins,USA,3131,
2022-07-11,Jessica Pegula,USA,3087,
2022-07-11,Garbiñe Muguruza,ESP,2886,
2022-07-11,Emma Raducanu,GBR,2717,
2022-07-11,Coco Gauff,USA,2647,
2022-07-11,Daria Kasatkina,AUS,2635,
2022-07-18,Iga Swiatek,POL,8336,
2022-07-18,Anett Kontaveit,EST,4326,
2022-07-18,Maria Sakkari,GRE,4190,
2022-07-18,Paula Badosa,ESP,4030,
2022-07-18,Ons Jabeur,TUN,4010,
2022-07-18,Aryna Sabalenka,BLR,3267,
2022-07-18,Jessica Pegula,USA,3087,
2022-07-18,Danielle Collins,USA,3022,
2022-07-18,Garbiñe Muguruza,ESP,2886,
2022-07-18,Emma Raducanu,GBR,2717,
2022-07-18,Coco Gauff,USA,2647,
2022-07-18,Daria Kasatkina,AUS,2635,
2022-07-25,Iga Swiatek,POL,8336,
2022-07-25,Anett Kontaveit,EST,4476,
2022-07-25,Maria Sakkari,GRE,4190,
2022-07-25,Paula Badosa,ESP,4030,
2022-07-25,Ons Jabeur,TUN,4010,
2022-07-25,Aryna Sabalenka,BLR,3267,
2022-07-25,Jessica Pegula,USA,3087,
2022-07-25,Garbiñe Muguruza,ESP,2886,
2022-07-25,Danielle Collins,USA,2743,
2022-07-25,Emma Raducanu,GBR,2717,
2022-07-25,Coco Gauff,USA,2647,
2022-07-25,Daria Kasatkina,AUS,2635,
2022-08-01,Iga Swiatek,POL,8396,
2022-08-01,Anett Kontaveit,EST,4476,
2022-08-01,Maria Sakkari,GRE,4190,
2022-08-01,Paula Badosa,ESP,4030,
2022-08-01,Ons Jabeur,TUN,4010,
2022-08-01,Aryna Sabalenka,BLR,3267,
2022-08-01,Jessica Pegula,USA,3087,
2022-08-01,Garbiñe Muguruza,ESP,2886,
2022-08-01,Danielle Collins,USA,2743,
2022-08-01,Emma Raducanu,GBR,2717,
2022-08-01,Coco Gauff,USA,2647,
2022-08-01,Daria Kasatkina,AUS,2635,
2022-08-08,Iga Swiatek,POL,8396,
2022-08-08,Anett Kontaveit,EST,4476,
2022-08-08,Paula Badosa,ESP,4190,
2022-08-08,Maria Sakkari,GRE,4190,
2022-08-08,Ons Jabeur,TUN,4010,
2022-08-08,Aryna Sabalenka,BLR,3366,
2022-08-08,Jessica Pegula,USA,3116,
2022-08-08,Garbiñe Muguruza,ESP,2886,
2022-08-08,Daria Kasatkina,AUS,2800,
2022-08-08,Emma Raducanu,GBR,2772,
2022-08-08,Coco Gauff,USA,2746,
2022-08-08,Belinda Bencic,SUI,2635,
2022-08-15,Iga Swiatek,POL,8501,
2022-08-15,Anett Kontaveit,EST,4476,
2022-08-15,Maria Sakkari,GRE,4190,
2022-08-15,Paula Badosa,ESP,4155,
2022-08-15,Ons Jabeur,TUN,3920,
2022-08-15,Simona Halep,ROU,3255,
2022-08-15,Aryna Sabalenka,BLR,3121,
2022-08-15,Jessica Pegula,USA,3116,
2022-08-15,Garbiñe Muguruza,ESP,2990,
2022-08-15,Daria Kasatkina,AUS,2795,
2022-08-15,Belinda Bencic,SUI,2765,
2022-08-15,Coco Gauff,USA,2746,
2022-08-22,Iga Swiatek,POL,8605,
2022-08-22,Anett Kontaveit,EST,4580,
2022-08-22,Maria Sakkari,GRE,4190,
2022-08-22,Paula Badosa,ESP,3980,
2022-08-22,Ons Jabeur,TUN,3920,
2022-08-22,Aryna Sabalenka,BLR,3470,
2022-08-22,Simona Halep,ROU,3255,
2022-08-22,Jessica Pegula,USA,3201,
2022-08-22,Garbiñe Muguruza,ESP,2886,
2022-08-22,Daria Kasatkina,AUS,2795,
2022-08-22,Emma Raducanu,GBR,2756,
2022-08-22,Coco Gauff,USA,2687,
2022-08-29,Iga Swiatek,POL,8605,
2022-08-29,Anett Kontaveit,EST,4360,
2022-08-29,Maria Sakkari,GRE,4190,
2022-08-29,Paula Badosa,ESP,3980,
2022-08-29,Ons Jabeur,TUN,3920,
2022-08-29,Aryna Sabalenka,BLR,3470,
2022-08-29,Simona Halep,ROU,3255,
2022-08-29,Jessica Pegula,USA,3201,
2022-08-29,Daria Kasatkina,AUS,3015,
2022-08-29,Garbiñe Muguruza,ESP,2886,
2022-08-29,Emma Raducanu,GBR,2756,
2022-08-29,Coco Gauff,USA,2687,
2022-09-12,Iga Swiatek,POL,10365,
2022-09-12,Ons Jabeur,TUN,5090,
2022-09-12,Anett Kontaveit,EST,4300,
2022-09-12,Paula Badosa,ESP,3980,
2022-09-12,Jessica Pegula,USA,3501,
2022-09-12,Maria Sakkari,GRE,3480,
2022-09-12,Aryna Sabalenka,BLR,3470,
2022-09-12,Coco Gauff,USA,3047,
2022-09-12,Simona Halep,ROU,3025,
2022-09-12,Caroline Garcia,FRA,2930,
2022-09-12,Daria Kasatkina,AUS,2895,
2022-09-12,Garbiñe Muguruza,ESP,2776,
2022-09-19,Iga Swiatek,POL,10365,
2022-09-19,Ons Jabeur,TUN,5090,
2022-09-19,Anett Kontaveit,EST,4300,
2022-09-19,Paula Badosa,ESP,3980,
2022-09-19,Jessica Pegula,USA,3501,
2022-09-19,Maria Sakkari,GRE,3480,
2022-09-19,Aryna Sabalenka,BLR,3470,
2022-09-19,Coco Gauff,USA,3047,
2022-09-19,Simona Halep,ROU,3025,
2022-09-19,Caroline Garcia,FRA,2930,
2022-09-19,Daria Kasatkina,AUS,2895,
2022-09-19,Garbiñe Muguruza,ESP,2776,
2022-09-26,Iga Swiatek,POL,10180,
2022-09-26,Ons Jabeur,TUN,5090,
2022-09-26,Paula Badosa,ESP,3934,
2022-09-26,Anett Kontaveit,EST,3860,
2022-09-26,Jessica Pegula,USA,3501,
2022-09-26,Aryna Sabalenka,BLR,3470,
2022-09-26,Maria Sakkari,GRE,3176,
2022-09-26,Coco Gauff,USA,3047,
2022-09-26,Simona Halep,ROU,3025,
2022-09-26,Caroline Garcia,FRA,2930,
2022-09-26,Daria Kasatkina,AUS,2895,
2022-09-26,Garbiñe Muguruza,ESP,2875,
2022-10-03,Iga Swiatek,POL,10180,
2022-10-03,Ons Jabeur,TUN,4885,
2022-10-03,Anett Kontaveit,EST,4010,
2022-10-03,Paula Badosa,ESP,3934,
2022-10-03,Aryna Sabalenka,BLR,3470,
2022-10-03,Jessica Pegula,USA,3447,
2022-10-03,Maria Sakkari,GRE,3355,
2022-10-03,Coco Gauff,USA,3047,
2022-10-03,Simona Halep,ROU,3025,
2022-10-03,Caroline Garcia,FRA,2930,
2022-10-03,Daria Kasatkina,AUS,2895,
2022-10-03,Veronika Kudermetova,RUS,2561,
2022-10-10,Iga Swiatek,POL,10485,
2022-10-10,Ons Jabeur,TUN,4885,
2022-10-10,Anett Kontaveit,EST,4010,
2022-10-10,Paula Badosa,ESP,3934,
2022-10-10,Aryna Sabalenka,BLR,3470,
2022-10-10,Jessica Pegula,USA,3447,
2022-10-10,Maria Sakkari,GRE,3355,
2022-10-10,Coco Gauff,USA,3047,
2022-10-10,Simona Halep,ROU,3025,
2022-10-10,Caroline Garcia,FRA,2930,
2022-10-10,Daria Kasatkina,AUS,2895,
2022-10-10,Veronika Kudermetova,RUS,2571,
2022-10-17,Iga Swiatek,POL,10835,
2022-10-17,Ons Jabeur,TUN,4555,
2022-10-17,Anett Kontaveit,EST,3796,
2022-10-17,Aryna Sabalenka,BLR,3515,
2022-10-17,Jessica Pegula,USA,3417,
2022-10-17,Maria Sakkari,GRE,3346,
2022-10-17,Coco Gauff,USA,3082,
2022-10-17,Paula Badosa,ESP,3010,
2022-10-17,Simona Halep,ROU,2960,
2022-10-17,Caroline Garcia,FRA,2924,
2022-10-17,Daria Kasatkina,AUS,2885,
2022-10-17,Veronika Kudermetova,RUS,2606,
2022-10-24,Iga Swiatek,POL,10335,
2022-10-24,Ons Jabeur,TUN,4555,
2022-10-24,Jessica Pegula,USA,4316,
2022-10-24,Coco Gauff,USA,3271,
2022-10-24,Maria Sakkari,GRE,3121,
2022-10-24,Caroline Garcia,FRA,3000,
2022-10-24,Aryna Sabalenka,BLR,2970,
2022-10-24,Daria Kasatkina,AUS,2935,
2022-10-24,Veronika Kudermetova,RUS,2795,
2022-10-24,Simona Halep,ROU,2661,
2022-10-24,Madison Keys,USA,2417,
2022-10-24,Paula Badosa,ESP,2385,
2022-10-31,Iga Swiatek,POL,10335,
2022-10-31,Ons Jabeur,TUN,4555,
2022-10-31,Jessica Pegula,USA,4316,
2022-10-31,Coco Gauff,USA,3271,
2022-10-31,Maria Sakkari,GRE,3121,
2022-10-31,Caroline Garcia,FRA,3000,
2022-10-31,Aryna Sabalenka,BLR,2970,
2022-10-31,Daria Kasatkina,AUS,2935,
2022-10-31,Veronika Kudermetova,RUS,2795,
2022-10-31,Simona Halep,ROU,2661,
2022-10-31,Madison Keys,USA,2417,
2022-10-31,Paula Badosa,ESP,2371,
2022-11-07,Iga Swiatek,POL,11085,
2022-11-07,Ons Jabeur,TUN,5055,
2022-11-07,Jessica Pegula,USA,4691,
2022-11-07,Caroline Garcia,FRA,4375,
2022-11-07,Aryna Sabalenka,BLR,3925,
2022-11-07,Maria Sakkari,GRE,3871,
2022-11-07,Coco Gauff,USA,3646,
2022-11-07,Daria Kasatkina,AUS,3435,
2022-11-07,Veronika Kudermetova,RUS,2795,
2022-11-07,Simona Halep,ROU,2661,
2022-11-07,Madison Keys,USA,2417,
2022-11-07,Belinda Bencic,SUI,2365,
2022-11-14,Iga Swiatek,POL,11085,
2022-11-14,Ons Jabeur,TUN,5055,
2022-11-14,Jessica Pegula,USA,4691,
2022-11-14,Caroline Garcia,FRA,4375,
2022-11-14,Aryna Sabalenka,BLR,3925,
